-2.509197592735290527e-01,9.014286398887634277e-01,4.639878869056701660e-01,1.973169744014739990e-01,-6.879627108573913574e-01,-6.880109310150146484e-01,-8.838327527046203613e-01,7.323523163795471191e-01,3.630183041095733643e-01
2.022300213575363159e-01,4.161451458930969238e-01,-9.588310122489929199e-01,9.398196935653686523e-01,6.648852825164794922e-01,-5.753217935562133789e-01,-6.363500952720642090e-01,-6.331909894943237305e-01,4.056185483932495117e-01
-3.915155231952667236e-01,4.951286315917968750e-02,-1.361099630594253540e-01,-4.175417125225067139e-01,2.237057834863662720e-01,-7.210122942924499512e-01,-4.157107174396514893e-01,-2.672763168811798096e-01,2.416518032550811768e-01
-8.786003291606903076e-02,5.703518986701965332e-01,-6.006524562835693359e-01,2.846887707710266113e-02,1.848291307687759399e-01,-9.070991873741149902e-01,2.150897085666656494e-01,-6.589517593383789062e-01,2.649334371089935303e-01
-8.698968291282653809e-01,8.977710604667663574e-01,9.312640428543090820e-01,6.167947053909301758e-01,-3.907724618911743164e-01,-8.046557903289794922e-01,3.684660494327545166e-01,-1.196950152516365051e-01,1.598367393016815186e-01
-7.559235095977783203e-01,-9.646180085837841034e-03,-9.312229752540588379e-01,8.186408281326293945e-01,-4.824400246143341064e-01,3.250445723533630371e-01,-3.765778541564941406e-01,4.013604298233985901e-02,1.895018666982650757e-01
9.342055767774581909e-02,-6.302911043167114258e-01,9.391692280769348145e-01,5.502656698226928711e-01,8.789978623390197754e-01,7.896546721458435059e-01,1.957999616861343384e-01,8.437484502792358398e-01,2.577983736991882324e-01
-8.230149745941162109e-01,-6.080342531204223633e-01,-9.095454216003417969e-01,-3.493393361568450928e-01,-2.226454168558120728e-01,-4.573019444942474365e-01,6.574749946594238281e-01,-2.864933609962463379e-01,1.203765943646430969e-01
-4.381309747695922852e-01,8.539216965436935425e-02,-7.181515693664550781e-01,6.043939590454101562e-01,-8.508986830711364746e-01,9.737738966941833496e-01,5.444895625114440918e-01,-6.025686264038085938e-01,1.481367349624633789e-01
-9.889557361602783203e-01,6.309228539466857910e-01,4.137146770954132080e-01,4.580143392086029053e-01,5.425406694412231445e-01,-8.519107103347778320e-01,-2.830685377120971680e-01,-7.682619094848632812e-01,8.898209780454635620e-02
